"[0, [-16.37801926704134, -40.29519444910211, -85.83971951952617]]"
"[1, [-16.473080209066552, -40.31498665836682, -86.43821181507042]]"
"[2, [-42.25416454378387, -7.85819520749245, -56.275733974172454]]"
"[3, [-42.317522175989836, -8.005405508597704, -56.32384246951369]]"
"[4, [-42.042356658667245, -8.101825483956901, -56.16417082387943]]"
